id,status,event_id,frequency,amplitude,phase,current_offset,v_start,v_end,temperature,added_at,cell_id_id
568,nulla sed vel enim,ultrices enim lorem ipsum dolor,32538148.84,79.68,157.89,1.91,68.78,93.83,58.73,2025-02-01T01:59:28Z,568
569,eu sapien cursus,non interdum in,14943344.43,46.95,314.89,50.27,8.22,23.29,4832.79,2024-12-25T13:00:24Z,569
570,rutrum nulla tellus,condimentum curabitur in libero ut,12344571.17,78.71,209.71,8.65,16.09,88.75,1986.36,2024-12-03T23:16:25Z,570
571,mi nulla ac,risus semper porta volutpat,59966459.42,57.08,234.04,42.01,63.9,13.93,370.54,2024-10-04T12:22:22Z,571
572,in felis eu sapien,suscipit ligula in lacus,49956594.55,41.62,324.7,62.09,43.84,80.87,1699.91,2024-09-29T06:48:34Z,572
573,convallis duis consequat dui nec,libero quis orci,83177534.96,77.81,233.21,38.48,74.97,92.75,4739.74,2024-08-26T21:57:27Z,573
574,semper est quam,aliquet maecenas leo,33371265.79,90.04,332.2,27.27,84.9,49.94,5315.94,2024-07-17T17:33:19Z,574
575,turpis nec euismod,orci luctus et,99498950.7,70.43,203.46,20.09,52.57,88.9,2235.01,2024-02-14T16:21:50Z,575
576,elementum nullam varius nulla facilisi,id nulla ultrices aliquet,23193188.13,70.79,40.27,16.31,26.67,76.84,2103.82,2024-12-20T10:55:20Z,576
577,mauris sit amet,nec sem duis aliquam convallis,37353080.97,91.56,20.62,76.21,75.98,90.29,1646.92,2025-01-11T18:47:16Z,577
578,ridiculus mus vivamus,viverra diam vitae quam,44492011.07,5.7,247.15,63.37,90.61,6.07,1463.15,2024-06-22T19:42:26Z,578
579,est donec odio justo sollicitudin,arcu adipiscing molestie hendrerit at,89630851.34,78.93,64.05,81.71,77.45,59.18,925.72,2024-07-28T17:10:33Z,579
580,suspendisse accumsan tortor quis turpis,ultrices enim lorem ipsum dolor,18361221.84,20.66,119.91,35.01,80.75,13.67,2407.42,2024-07-22T06:12:28Z,580
581,mauris non ligula pellentesque,molestie nibh in lectus pellentesque,62333575.54,26.56,47.78,36.96,36.84,66.51,874.7,2024-08-11T03:32:17Z,581
582,nec molestie sed justo pellentesque,magna ac consequat,11057413.81,44.74,306.77,50.27,66.75,9.32,-74.37,2024-07-07T12:56:15Z,582
583,convallis eget eleifend,dictumst aliquam augue,59939527.1,84.38,136.85,6.37,19.12,48.2,929.25,2024-03-27T10:12:29Z,583
584,primis in faucibus orci,mauris enim leo rhoncus sed,10094162.67,52.25,279.87,72.89,51.16,50.9,4598.92,2024-10-03T11:13:49Z,584
585,vulputate nonummy maecenas tincidunt lacus,et eros vestibulum ac est,71879345.25,92.94,75.65,84.3,9.98,94.23,-228.64,2025-02-09T13:25:00Z,585
586,ornare imperdiet sapien urna pretium,vestibulum eget vulputate ut ultrices,86296452.89,44.53,204.71,46.97,92.01,81.95,4497.42,2024-04-30T08:17:02Z,586
587,ut at dolor,quis justo maecenas,96817732.25,49.26,189.81,59.99,61.39,84.52,2510.6,2024-09-26T15:03:30Z,587
588,pede venenatis non sodales sed,at nulla suspendisse potenti cras,79538610.51,48.04,334.63,87.32,75.28,84.8,2301.98,2024-05-31T17:46:30Z,588
589,fermentum donec ut mauris eget,viverra diam vitae quam,74974914.62,47.58,37.77,8.62,87.0,72.75,2205.19,2024-02-18T13:58:24Z,589
590,ultricies eu nibh quisque id,fusce consequat nulla,75268440.34,65.86,124.46,43.02,58.46,25.53,-262.78,2025-02-06T06:13:55Z,590
591,sit amet lobortis sapien sapien,ridiculus mus vivamus vestibulum,44761906.76,38.85,223.79,18.52,79.62,86.37,5484.92,2024-11-28T05:14:40Z,591
592,hac habitasse platea dictumst,consequat lectus in est risus,5905812.23,1.11,312.04,32.35,56.16,66.91,5583.38,2025-02-05T08:55:32Z,592
593,vel ipsum praesent blandit,purus sit amet,23215007.88,86.9,240.96,73.57,41.82,24.65,4623.72,2024-06-06T12:41:33Z,593
594,donec diam neque,vestibulum ante ipsum primis in,42365977.83,35.7,79.76,80.0,91.93,85.09,1159.42,2024-08-04T07:13:03Z,594
595,nullam sit amet turpis elementum,eget eleifend luctus,69979664.55,18.31,80.9,34.6,65.62,17.68,5513.29,2024-12-07T15:10:17Z,595
596,consequat lectus in est risus,aliquam sit amet diam in,99933526.62,14.8,172.97,92.81,83.33,18.07,3897.65,2024-07-27T12:40:17Z,596
597,eros viverra eget congue eget,nec dui luctus rutrum nulla,12484626.33,27.22,234.36,19.45,95.8,19.69,5497.27,2024-09-29T21:34:14Z,597
598,proin interdum mauris non ligula,cubilia curae nulla,26200953.52,63.86,23.4,36.99,80.18,35.28,5597.28,2024-03-27T02:52:51Z,598
599,mattis pulvinar nulla pede ullamcorper,adipiscing elit proin risus,53225052.75,27.47,199.85,64.52,73.36,98.88,1206.99,2024-06-09T11:59:23Z,599
600,ac lobortis vel dapibus at,morbi sem mauris laoreet,95991446.68,47.55,47.43,33.89,37.47,38.13,3620.16,2024-08-05T03:49:20Z,600
601,massa donec dapibus,platea dictumst morbi vestibulum velit,70623356.74,78.19,170.66,42.64,63.27,95.99,4571.9,2024-10-04T19:18:25Z,601
602,turpis integer aliquet massa id,tortor risus dapibus augue vel,70842641.52,57.66,14.77,0.85,78.68,62.94,227.2,2024-07-13T13:48:02Z,602
603,tortor sollicitudin mi sit amet,eu tincidunt in,35086336.54,54.83,163.72,23.53,85.15,86.46,5565.22,2024-03-21T17:04:37Z,603
604,risus dapibus augue,aliquam quis turpis eget elit,45535479.55,95.94,320.61,85.47,21.54,16.98,1275.97,2024-07-29T11:56:06Z,604
605,natoque penatibus et magnis,sapien non mi integer,52271192.61,18.97,313.83,7.36,62.59,63.2,913.27,2024-02-19T06:29:02Z,605
606,purus aliquet at feugiat non,rutrum nulla tellus in,96367082.99,74.66,61.75,93.32,90.46,11.47,1986.86,2025-01-19T12:52:21Z,606
607,nisl ut volutpat,pretium quis lectus suspendisse,25030732.36,34.45,58.46,36.94,12.66,16.15,574.77,2025-01-27T13:30:22Z,607
608,sapien varius ut blandit,non mattis pulvinar,47552798.84,56.94,260.85,95.85,99.39,2.28,886.24,2024-03-02T02:13:51Z,608
609,amet lobortis sapien,non quam nec dui,39357200.09,27.1,259.65,38.31,49.45,55.71,-183.8,2024-06-10T20:46:58Z,609
610,congue risus semper porta volutpat,in faucibus orci luctus et,88736995.79,94.78,50.88,79.07,62.24,65.56,986.32,2024-10-29T08:32:19Z,610
611,venenatis turpis enim blandit mi,amet diam in magna,64409272.88,66.33,341.98,86.89,94.33,40.48,3560.06,2024-12-19T05:02:31Z,611
612,morbi vel lectus,in lacus curabitur at ipsum,1326559.34,58.13,233.14,3.87,49.82,93.58,2652.67,2024-09-19T06:01:08Z,612
613,enim in tempor turpis,nisl venenatis lacinia aenean,82763193.41,11.97,182.05,37.56,81.11,52.53,3397.3,2024-05-10T21:39:48Z,613
614,massa id nisl venenatis lacinia,ante vel ipsum praesent blandit,86876117.43,69.36,115.65,75.84,37.72,59.02,3600.03,2025-01-28T06:45:07Z,614
615,tincidunt ante vel ipsum,vestibulum rutrum rutrum neque aenean,88776207.76,16.67,352.07,67.31,71.58,54.27,128.77,2024-05-20T23:04:47Z,615
616,erat tortor sollicitudin mi,vestibulum quam sapien,10949900.99,90.48,130.82,76.32,95.21,83.58,498.24,2024-12-16T14:40:13Z,616
617,sapien non mi,nulla tellus in sagittis dui,5550525.79,24.84,226.27,79.97,42.04,63.45,5154.22,2024-03-11T03:26:46Z,617
618,ultrices posuere cubilia,montes nascetur ridiculus mus,25751754.75,27.32,193.19,21.23,49.33,72.58,1830.47,2024-04-02T15:48:02Z,618
619,felis ut at,non pretium quis lectus,674202.14,89.06,59.68,14.55,65.49,60.21,1866.3,2025-01-02T13:53:49Z,619
620,sagittis nam congue,pede ullamcorper augue a suscipit,67708421.84,23.47,154.0,86.35,25.8,10.52,2629.94,2024-11-09T11:59:31Z,620
621,in lectus pellentesque at,quisque id justo,60894329.94,16.44,72.05,70.9,43.6,90.56,5479.49,2025-01-29T10:13:36Z,621
622,dolor sit amet,phasellus sit amet,59803133.67,62.41,30.59,22.07,87.09,40.5,3104.09,2024-08-15T09:21:34Z,622
623,lectus vestibulum quam sapien,ut blandit non,68127546.41,56.43,201.41,34.74,28.88,69.34,2740.21,2025-02-01T11:28:15Z,623
624,vestibulum rutrum rutrum neque,diam neque vestibulum eget,56613767.62,76.45,315.03,81.08,42.59,14.68,5382.88,2024-08-08T22:32:09Z,624
625,dapibus augue vel,amet justo morbi ut,85064593.58,50.42,248.76,7.1,36.55,72.9,-83.07,2024-12-20T12:57:51Z,625
626,dui vel sem sed sagittis,penatibus et magnis dis parturient,49196090.43,63.6,227.96,7.99,74.04,14.32,699.87,2024-10-20T07:20:09Z,626
627,vivamus metus arcu,porta volutpat erat quisque,76730642.12,7.34,34.99,22.89,35.51,42.43,1512.46,2024-11-24T13:30:14Z,627
628,ipsum dolor sit amet consectetuer,vehicula condimentum curabitur in,81702643.51,80.18,77.56,26.4,80.61,9.88,1142.05,2024-12-19T06:13:21Z,628
629,odio consequat varius integer ac,amet turpis elementum,62329282.8,5.4,168.07,7.44,12.34,14.01,89.53,2024-05-08T23:34:04Z,629
630,proin at turpis a,ante nulla justo aliquam quis,97212052.33,18.41,98.14,49.3,68.45,75.77,4172.49,2024-05-04T03:06:15Z,630
631,pellentesque ultrices phasellus,et ultrices posuere cubilia,91616347.2,13.48,133.3,5.35,81.26,32.03,1753.28,2024-09-22T17:12:51Z,631
632,iaculis diam erat fermentum,feugiat et eros vestibulum ac,24962062.71,87.28,150.38,52.01,73.25,45.47,2870.59,2024-07-05T15:04:54Z,632
633,orci luctus et,quis orci eget,39037592.63,80.95,174.81,17.37,98.12,37.66,5134.36,2024-05-02T19:23:27Z,633
634,aliquam non mauris morbi non,volutpat quam pede,23100030.01,91.69,105.43,78.82,36.15,51.83,5594.88,2024-08-10T01:40:28Z,634
635,dictumst maecenas ut massa quis,rutrum neque aenean auctor gravida,2968466.71,89.15,47.81,74.72,36.29,25.72,1453.3,2024-10-02T18:25:20Z,635
636,maecenas rhoncus aliquam,tempus semper est quam pharetra,33760101.71,27.78,9.6,14.08,8.88,76.85,1297.85,2024-12-28T22:11:38Z,636
637,luctus et ultrices posuere cubilia,convallis duis consequat,30331177.06,2.92,258.71,2.51,93.21,79.86,1746.16,2025-02-02T03:40:38Z,637
638,nunc commodo placerat praesent blandit,id massa id nisl,92989312.75,3.79,110.97,53.82,86.98,59.75,135.49,2025-01-31T04:05:26Z,638
639,a feugiat et,amet justo morbi ut odio,88070781.17,29.31,41.84,44.91,19.5,61.48,2533.95,2024-08-06T07:07:09Z,639
640,et eros vestibulum,sed vel enim sit amet,39439062.5,95.3,173.16,38.41,95.88,14.5,5185.64,2024-11-10T19:45:00Z,640
641,lacus morbi quis tortor,at velit vivamus,44771706.37,13.39,294.66,36.16,11.17,38.42,2967.34,2025-01-02T01:59:55Z,641
642,in faucibus orci,montes nascetur ridiculus mus,23389462.29,91.84,269.82,42.22,87.75,43.91,2147.47,2024-04-13T09:51:53Z,642
643,in felis donec semper,neque sapien placerat ante nulla,26502760.62,36.5,97.49,22.14,95.41,69.55,4647.97,2024-09-04T00:40:26Z,643
644,dolor vel est,lectus pellentesque at,36422448.01,24.9,29.07,24.36,93.74,68.37,1871.99,2025-01-06T13:36:55Z,644
645,vestibulum quam sapien,parturient montes nascetur ridiculus mus,19439077.89,59.33,148.24,63.75,56.27,79.99,1852.13,2024-09-29T20:16:13Z,645
646,pede posuere nonummy integer non,in faucibus orci luctus,41146113.63,85.63,88.43,90.0,15.93,31.16,2182.51,2024-04-08T16:41:40Z,646
647,tristique est et tempus,morbi porttitor lorem id ligula,51224195.2,73.64,212.77,18.12,60.82,74.46,3073.02,2024-04-16T12:44:31Z,647
648,non velit donec diam neque,diam vitae quam,93688804.82,25.86,169.84,35.4,95.45,59.0,5190.89,2024-11-19T08:24:08Z,648
649,leo odio condimentum id,aliquam non mauris,60194071.16,13.74,115.01,23.92,32.34,67.31,4433.61,2024-12-02T04:41:12Z,649
650,luctus tincidunt nulla mollis,morbi vestibulum velit,84206522.81,93.35,116.31,4.88,8.48,98.73,3651.85,2024-09-28T12:15:00Z,650
651,in tempus sit amet,enim leo rhoncus sed vestibulum,90464643.37,3.19,231.95,62.12,43.57,34.09,2820.58,2025-01-30T10:42:45Z,651
652,erat eros viverra eget,habitasse platea dictumst morbi vestibulum,24538185.17,25.44,114.71,87.79,78.74,7.46,1522.02,2025-02-02T02:00:31Z,652
653,varius ut blandit non,cras pellentesque volutpat dui maecenas,61820991.32,36.96,204.15,47.26,70.58,12.22,4336.34,2024-12-08T05:52:38Z,653
654,posuere cubilia curae,vivamus vel nulla,17340373.32,90.58,195.81,62.35,94.81,7.94,3327.89,2024-10-14T21:07:37Z,654
655,massa tempor convallis nulla neque,venenatis tristique fusce congue diam,23385098.6,78.5,315.5,25.28,7.27,47.88,249.5,2024-10-26T19:40:07Z,655
656,urna ut tellus,vehicula condimentum curabitur in,22244755.95,12.01,322.83,15.92,45.4,6.43,4042.31,2025-02-08T19:03:05Z,656
657,tellus nulla ut,ultricies eu nibh quisque id,37710196.21,67.14,325.51,5.89,85.76,74.55,2759.29,2024-12-01T09:46:28Z,657
658,in congue etiam justo,lectus vestibulum quam sapien,39527704.92,4.2,306.26,2.0,77.59,33.27,288.16,2024-10-07T00:15:24Z,658
659,nam dui proin leo odio,lorem vitae mattis nibh,59171044.39,38.89,192.88,76.05,17.53,34.97,1351.98,2024-04-07T04:08:44Z,659
660,augue quam sollicitudin vitae consectetuer,vitae nisl aenean lectus,85555961.36,74.19,67.25,26.5,29.57,82.99,3304.35,2025-01-16T17:39:49Z,660
661,justo maecenas rhoncus aliquam lacus,posuere cubilia curae mauris,78431256.1,40.23,58.97,50.54,23.48,76.87,4956.24,2024-10-19T23:44:08Z,661
662,vestibulum ante ipsum,posuere cubilia curae mauris,69822048.28,40.0,33.42,14.86,68.22,35.41,4838.76,2025-01-08T22:35:55Z,662
663,vestibulum rutrum rutrum neque,consequat ut nulla sed,45056531.82,53.41,146.79,91.21,40.17,30.08,527.32,2025-01-21T22:10:32Z,663
664,ac neque duis bibendum,eget semper rutrum nulla,79105596.92,60.18,294.12,57.44,11.65,12.27,907.27,2024-12-02T20:15:51Z,664
665,fusce congue diam id ornare,orci mauris lacinia sapien quis,95991940.27,89.38,245.22,24.16,0.75,19.99,1421.02,2024-08-07T09:35:07Z,665
666,condimentum neque sapien placerat ante,leo rhoncus sed vestibulum sit,80949972.02,58.97,177.07,24.49,94.52,33.12,100.46,2024-09-19T13:21:07Z,666
667,sollicitudin vitae consectetuer eget rutrum,cras in purus eu magna,92825499.31,89.93,350.59,35.25,72.44,55.71,5121.33,2024-10-15T00:37:20Z,667
668,justo eu massa,convallis eget eleifend,79357798.99,33.17,42.43,80.7,15.25,58.86,1543.1,2025-01-04T04:11:40Z,668
669,suspendisse potenti nullam porttitor lacus,lacinia erat vestibulum sed magna,97126139.54,63.57,48.59,23.92,37.34,37.85,1047.3,2024-11-15T12:03:10Z,669
670,suspendisse potenti nullam porttitor,egestas metus aenean fermentum,52765886.73,95.83,12.2,46.4,44.71,11.64,4482.14,2025-01-23T14:27:48Z,670
671,praesent id massa id nisl,erat quisque erat eros,26551842.48,14.52,239.61,49.32,2.42,95.19,5476.41,2024-07-09T11:27:54Z,671
672,aliquam lacus morbi,curae duis faucibus accumsan,69817757.82,36.45,42.84,96.16,87.26,34.34,590.48,2024-02-16T14:18:57Z,672
673,velit vivamus vel,morbi a ipsum integer a,41608167.94,10.19,101.86,63.37,58.06,30.36,3514.45,2024-11-21T03:33:35Z,673
674,in sapien iaculis congue vivamus,cum sociis natoque,75618865.86,80.87,258.78,5.96,42.08,77.15,2139.56,2024-05-27T23:16:32Z,674
675,sit amet consectetuer adipiscing elit,justo in hac habitasse,21912991.49,79.72,25.75,95.71,2.79,7.43,2286.94,2024-02-14T13:59:33Z,675
676,eu felis fusce posuere felis,duis at velit eu,3518567.29,90.29,290.55,4.26,37.95,92.43,1778.1,2025-01-29T22:43:30Z,676
677,sollicitudin vitae consectetuer eget rutrum,pellentesque quisque porta volutpat,18115058.83,46.27,36.4,7.22,93.95,3.09,711.33,2024-10-23T14:36:31Z,677
678,nulla sed accumsan felis,leo rhoncus sed vestibulum sit,23946641.35,49.19,221.96,4.58,26.04,86.71,1738.43,2024-04-11T04:01:26Z,678
679,est risus auctor,orci luctus et ultrices posuere,31936238.53,22.42,84.17,54.2,25.61,11.35,1910.48,2024-11-30T00:53:28Z,679
680,eu magna vulputate,dapibus at diam nam tristique,42849510.98,48.69,255.92,7.43,63.2,8.73,2557.37,2024-10-02T10:52:06Z,680
681,magna bibendum imperdiet nullam,eu felis fusce,7303399.67,35.78,39.77,90.48,21.56,45.51,188.13,2024-04-05T01:50:58Z,681
682,ligula suspendisse ornare,rutrum at lorem integer tincidunt,23284618.06,87.07,248.38,28.71,5.36,46.64,3291.7,2024-10-12T03:07:40Z,682
683,sit amet erat nulla tempus,sollicitudin vitae consectetuer eget,20584964.01,54.69,252.2,65.27,94.1,41.49,3280.72,2024-12-14T11:37:08Z,683
684,eleifend quam a,tempor convallis nulla,74766253.7,75.2,188.63,80.2,38.67,9.44,1710.96,2024-12-12T10:05:14Z,684
685,curabitur gravida nisi at,sapien varius ut,40260512.14,51.47,352.97,32.51,40.13,20.85,2163.23,2024-05-04T04:32:09Z,685
686,eget nunc donec quis,eu felis fusce posuere,53179756.35,95.2,303.52,49.55,22.06,36.74,4461.14,2024-05-20T03:41:52Z,686
687,volutpat sapien arcu sed augue,ultrices posuere cubilia curae,43384724.87,96.29,152.08,83.72,86.64,51.39,2827.55,2024-05-11T02:34:43Z,687
688,vestibulum rutrum rutrum neque aenean,dis parturient montes nascetur ridiculus,94262990.4,56.36,256.64,43.83,85.28,79.19,2988.53,2025-01-23T02:42:20Z,688
689,morbi quis tortor id nulla,in ante vestibulum ante ipsum,73697873.63,57.78,61.81,4.46,9.62,82.22,4529.67,2024-04-13T11:06:45Z,689
690,ut suscipit a,neque duis bibendum morbi non,75174620.83,55.63,281.98,9.94,81.09,8.59,94.49,2024-05-31T00:36:52Z,690
691,id consequat in consequat ut,nunc commodo placerat praesent blandit,12050554.97,68.73,257.18,96.91,39.34,37.11,2510.92,2024-06-09T06:52:09Z,691
692,ac tellus semper,sit amet consectetuer,55901227.8,5.46,70.67,12.15,70.54,40.03,5553.33,2025-02-09T16:43:05Z,692
693,in purus eu magna vulputate,diam neque vestibulum eget,75504869.17,83.05,325.3,52.8,84.21,80.32,1516.97,2025-01-02T07:32:56Z,693
694,ligula in lacus,vitae nisl aenean,39931830.54,24.73,250.52,64.73,48.43,42.65,335.64,2024-12-24T12:11:11Z,694
695,blandit ultrices enim lorem,fermentum donec ut mauris,94955066.77,18.39,146.98,24.01,27.55,56.61,3482.81,2024-12-08T20:48:51Z,695
696,odio elementum eu,molestie lorem quisque ut erat,49537019.36,56.93,164.16,57.07,8.46,93.9,-61.32,2024-08-20T09:27:00Z,696
697,dui vel sem,nisl duis bibendum,68134036.39,9.75,358.89,59.68,59.68,63.25,649.14,2024-04-11T10:24:58Z,697
698,justo sollicitudin ut suscipit a,molestie hendrerit at vulputate,37224892.8,85.71,161.45,31.3,25.14,5.05,4043.26,2024-09-14T04:07:03Z,698
699,eros suspendisse accumsan,gravida nisi at nibh in,4427064.03,44.01,40.57,79.36,21.66,89.9,2865.96,2024-12-14T01:30:10Z,699
700,nascetur ridiculus mus vivamus vestibulum,aenean auctor gravida sem praesent,62045691.29,12.66,47.18,37.23,41.15,64.51,2931.95,2024-07-31T23:49:07Z,700
701,lacus at velit vivamus vel,quis justo maecenas rhoncus aliquam,819677.47,99.07,235.95,76.67,87.28,23.48,2764.69,2024-07-15T11:39:45Z,701
702,praesent id massa,quam a odio in,1540528.27,13.36,23.06,47.06,27.62,48.22,3481.91,2025-01-25T05:16:37Z,702
703,mauris eget massa tempor,interdum eu tincidunt in leo,88711529.49,61.35,78.22,76.83,43.85,64.59,690.47,2024-03-03T00:29:52Z,703
704,tellus in sagittis dui vel,natoque penatibus et magnis dis,72000768.37,55.03,315.9,9.73,8.08,55.49,4606.08,2024-12-06T15:21:54Z,704
705,ac consequat metus sapien,lacinia nisi venenatis tristique fusce,15097345.21,40.6,181.36,43.87,49.48,25.13,733.5,2024-05-05T05:17:05Z,705
706,pulvinar nulla pede ullamcorper,lacinia nisi venenatis,44250764.58,42.03,92.96,83.38,77.59,78.57,5428.95,2024-10-13T14:06:46Z,706
707,duis at velit eu est,ut dolor morbi vel,44801753.02,27.67,47.84,48.83,76.64,97.66,99.17,2024-07-03T13:39:13Z,707
708,cum sociis natoque penatibus,massa quis augue luctus,97423922.57,58.12,169.38,14.97,32.33,24.97,5180.55,2024-05-14T01:40:02Z,708
709,ligula sit amet eleifend pede,habitasse platea dictumst etiam faucibus,58740096.03,30.08,231.96,0.15,53.93,54.27,-201.86,2024-03-23T22:32:56Z,709
710,etiam vel augue vestibulum,suscipit ligula in lacus,11623883.29,8.03,269.4,35.91,62.45,79.24,5429.27,2024-05-13T07:46:42Z,710
711,iaculis congue vivamus metus,urna pretium nisl ut volutpat,8012251.84,78.24,102.94,81.21,49.18,16.96,4086.45,2024-08-19T05:07:19Z,711
712,ultrices posuere cubilia curae nulla,proin risus praesent lectus vestibulum,19414824.61,50.75,201.45,59.86,98.95,5.62,1534.42,2024-11-11T17:35:22Z,712
713,volutpat quam pede,sed sagittis nam congue,10193341.27,11.8,122.19,80.13,3.86,55.45,48.61,2024-10-31T22:33:33Z,713
714,tempus vel pede morbi porttitor,congue risus semper porta,77917552.07,80.77,94.92,8.75,7.33,1.84,3982.81,2024-06-12T17:58:11Z,714
715,congue elementum in hac habitasse,at ipsum ac tellus,35657221.58,5.85,81.66,84.34,41.34,77.37,946.73,2024-10-17T18:30:02Z,715
716,tellus in sagittis dui vel,id consequat in consequat,93390815.15,94.03,127.55,29.59,18.23,6.5,5300.29,2024-10-10T04:28:30Z,716
717,non pretium quis lectus suspendisse,augue a suscipit nulla elit,25815049.14,8.91,142.93,66.6,81.35,74.2,2453.54,2024-11-05T07:32:40Z,717
718,luctus tincidunt nulla,urna pretium nisl ut,2110137.31,64.69,69.55,92.88,92.79,63.17,930.64,2024-08-31T05:13:42Z,718
719,adipiscing molestie hendrerit at vulputate,dapibus duis at velit eu,21381513.95,76.85,175.76,90.79,26.94,20.18,608.21,2024-05-16T16:58:07Z,719
720,sapien sapien non mi integer,duis mattis egestas metus aenean,61564381.11,58.34,99.63,17.59,54.48,90.69,391.6,2024-05-31T10:43:03Z,720
721,tellus semper interdum mauris ullamcorper,eleifend luctus ultricies eu,5216863.72,81.79,126.87,24.3,98.62,86.21,1086.17,2024-04-11T23:42:29Z,721
722,risus praesent lectus,volutpat in congue etiam justo,59331675.68,12.97,89.25,55.23,21.22,73.52,3829.78,2024-12-26T13:54:48Z,722
723,vel nulla eget,amet consectetuer adipiscing elit,33487164.48,62.58,92.32,67.94,66.57,78.52,5202.07,2024-11-14T04:17:47Z,723
724,sapien in sapien iaculis congue,in lacus curabitur at,53337013.65,96.51,228.53,68.88,63.06,99.74,712.23,2025-01-18T02:05:21Z,724
725,in sagittis dui,quisque arcu libero,54693652.18,27.72,331.46,82.8,59.75,82.4,4921.13,2024-04-18T06:13:48Z,725
726,ultrices posuere cubilia,sem fusce consequat nulla,98002193.39,48.22,76.28,28.62,78.19,35.94,1301.4,2024-07-01T22:52:07Z,726
727,vel sem sed sagittis,nulla nunc purus phasellus,58414880.61,70.0,60.24,48.38,14.93,57.93,2764.26,2024-03-11T04:27:25Z,727
728,nonummy maecenas tincidunt lacus,pulvinar sed nisl,48248889.46,29.01,258.97,31.67,20.41,4.05,5429.38,2025-01-17T17:25:48Z,728
729,primis in faucibus orci luctus,consequat nulla nisl nunc,99342880.76,54.76,200.8,79.31,15.31,90.45,5454.64,2024-09-19T03:09:33Z,729
730,cras non velit nec nisi,erat nulla tempus vivamus in,8154229.56,56.4,172.12,19.25,80.03,67.1,5294.45,2024-06-09T22:39:11Z,730
731,mi pede malesuada,nam dui proin,12184911.76,44.66,84.16,68.52,26.96,85.67,1018.71,2024-12-04T04:01:33Z,731
732,nullam sit amet,ipsum ac tellus semper interdum,69367984.95,51.14,326.22,51.35,9.3,31.23,2167.16,2024-10-16T19:26:48Z,732
733,tempor convallis nulla neque,aliquet ultrices erat,21430694.92,88.16,350.52,73.51,26.91,37.41,3446.49,2024-12-10T17:56:20Z,733
734,proin at turpis a,ipsum primis in faucibus orci,56447982.99,53.26,124.12,35.78,82.68,67.91,27.93,2024-11-30T11:44:41Z,734
735,imperdiet sapien urna,elementum nullam varius nulla,14816449.23,38.27,34.44,42.06,25.06,20.17,239.65,2024-07-08T22:47:17Z,735
736,varius ut blandit non interdum,et magnis dis,73740198.25,17.86,293.68,71.49,3.89,16.01,-31.67,2024-02-16T15:42:11Z,736
737,orci mauris lacinia,fusce congue diam id,11074528.57,96.0,120.51,63.35,47.28,77.76,4947.52,2024-08-22T14:11:32Z,737
738,et ultrices posuere cubilia curae,amet sapien dignissim vestibulum vestibulum,48593444.77,60.92,166.94,64.43,45.24,25.92,2533.54,2024-06-21T12:03:52Z,738
739,vitae nisi nam ultrices,curabitur gravida nisi at,95540755.1,26.7,320.49,73.34,75.6,71.72,4971.68,2024-04-20T03:19:23Z,739
740,convallis eget eleifend,amet sapien dignissim vestibulum,43103043.25,61.01,268.48,69.45,44.34,39.08,3599.81,2024-07-05T10:23:47Z,740
741,in quis justo,lectus aliquam sit amet,71863454.9,37.17,41.47,70.2,43.07,37.23,3264.86,2024-03-09T15:21:27Z,741
742,justo sollicitudin ut suscipit,rhoncus aliquet pulvinar sed,54407052.66,70.46,167.15,72.8,69.35,67.38,4418.91,2024-09-14T03:36:40Z,742
743,sodales sed tincidunt eu,sapien quis libero nullam,69108022.03,21.19,95.64,12.88,34.51,29.11,5224.76,2024-08-22T22:10:41Z,743
744,ipsum aliquam non,libero rutrum ac lobortis,35922030.54,74.03,248.73,83.81,25.9,86.11,3225.17,2024-08-27T11:31:25Z,744
745,lacus at turpis donec posuere,integer aliquet massa,4980533.71,29.39,357.46,18.49,61.78,51.91,4816.0,2024-05-04T19:23:56Z,745
746,augue vestibulum rutrum,erat fermentum justo nec condimentum,70869936.15,10.51,12.74,7.38,42.04,35.23,487.83,2024-04-25T00:00:25Z,746
747,nam congue risus,eleifend luctus ultricies,98086490.55,41.12,4.94,43.51,95.4,32.61,1264.99,2025-01-13T11:58:30Z,747
748,donec quis orci,aliquet massa id lobortis,39013614.61,97.23,106.22,57.34,21.17,17.93,1526.38,2024-03-28T07:12:28Z,748
749,nunc purus phasellus,pede posuere nonummy integer non,76968909.93,47.64,23.97,12.97,6.48,81.89,-14.65,2024-07-14T02:41:04Z,749
750,vel est donec,hac habitasse platea dictumst,12694518.35,6.93,300.2,73.19,44.37,31.53,1816.56,2025-01-05T22:41:00Z,750
751,integer aliquet massa,nec sem duis,25150801.0,71.07,94.49,20.19,68.1,37.17,5367.29,2024-03-07T08:00:32Z,751
752,feugiat non pretium quis,ipsum dolor sit,11399373.32,92.71,273.01,22.05,68.33,76.69,1015.86,2024-06-19T10:42:39Z,752
753,hendrerit at vulputate,lacinia nisi venenatis tristique fusce,92945574.24,25.25,189.83,22.49,32.27,93.73,1874.8,2024-12-16T23:45:38Z,753
754,ac tellus semper,leo pellentesque ultrices,86369661.43,35.58,326.76,56.57,44.43,65.95,266.56,2024-09-01T06:42:53Z,754
755,at turpis a pede,lacus at velit,66043578.61,44.47,63.88,6.17,14.05,36.76,4968.02,2025-01-05T21:11:08Z,755
