id,serial_number,battery_name,weight,capacity,original_power_capability,expected_endoflife,manufactured_date,height,width,length,manufactured_city,manufactured_street,manufactured_number,manufactured_zipcode,material_id,safety_features_id,manufacturer_id
516,+516,+516,875166.265,3964043783,2417665276,5/17/2024,11/25/2024,6359.2,3490.56,2840.96,Poxi,537 American Road,26950,516516,516,1,516
517,+517,+517,842097.53,7117891113,3072362119,8/27/2024,11/30/2024,1960.42,9995.84,1193.21,Wakefield,5 Anderson Place,12220,517517,517,2,517
518,+518,+518,569445.017,9260253156,832128066,9/18/2024,12/28/2024,1297.12,6076.32,6550.82,Biryukove,618 School Circle,23895,518518,518,3,518
519,+519,+519,376920.606,6919740983,8057731593,1/10/2025,4/30/2024,7180.97,5335.77,2887.09,Itapé,38 Quincy Crossing,2820,519519,519,2,519
520,+520,+520,641950.705,1901336454,9482989307,2/29/2024,10/12/2024,1172.56,4119.13,270.22,Ejigbo,61908 Bay Terrace,5266,520520,520,3,520
521,+521,+521,623988.336,4279533088,4931084623,2/27/2024,6/11/2024,1577.49,250.34,107.73,Balesari,28102 Ryan Trail,4782,521521,521,1,521
522,+522,+522,56949.156,5836914899,4149905116,11/27/2024,2/14/2024,5621.26,4595.97,6353.8,Lutun,8424 Dixon Park,15590,522522,522,1,522
523,+523,+523,248062.866,9509409865,9784851051,10/11/2024,4/27/2024,3457.86,4245.3,7243.03,Port-Vila,38344 Fair Oaks Place,25909,523523,523,1,523
524,+524,+524,305703.919,863534486,5062354637,10/23/2024,1/13/2025,3765.14,4712.21,8854.32,Fiães,962 Mifflin Lane,10892,524524,524,2,524
525,+525,+525,570427.747,7314942345,7424892131,10/27/2024,9/6/2024,8146.29,9595.97,861.88,Gikongoro,9240 Surrey Alley,8371,525525,525,2,525
526,+526,+526,229432.337,7430727613,4641708911,5/21/2024,10/3/2024,4605.87,5537.76,2938.31,Paraguaçu Paulista,42 Florence Terrace,2238,526526,526,1,526
527,+527,+527,62043.061,8422399423,7508897422,11/3/2024,5/16/2024,9190.46,1595.56,9908.67,Tallahassee,9 Summer Ridge Road,15677,527527,527,2,527
528,+528,+528,331947.518,6031999413,2079466945,10/8/2024,9/21/2024,7279.71,3655.94,1402.68,Chichaoua,3 Green Road,1889,528528,528,1,528
529,+529,+529,60259.086,7347651722,5945609996,1/27/2025,9/15/2024,6938.85,5640.54,8349.85,Qingqu,9147 Kenwood Trail,27183,529529,529,3,529
530,+530,+530,828806.005,8540605933,6637858540,8/8/2024,2/29/2024,2842.59,5671.38,1240.51,Weichanglu,83963 Debs Trail,10975,530530,530,3,530
531,+531,+531,911443.712,1044297908,4752212009,4/22/2024,2/23/2024,6083.76,302.25,7351.15,Bahāwalpur,42 Roth Center,10490,531531,531,2,531
532,+532,+532,872497.352,3534916171,3464026395,1/1/2025,2/12/2024,7489.73,2456.12,8691.19,Siwalan,4137 Hoffman Parkway,11865,532532,532,3,532
533,+533,+533,618119.53,7585798909,9343612067,6/14/2024,12/14/2024,5733.8,2323.8,5640.72,Eastern Suburbs Mc,4 Butterfield Crossing,27994,533533,533,1,533
534,+534,+534,274843.968,2324777881,4847899338,5/25/2024,5/7/2024,4626.67,3297.75,9398.58,Yueyang,740 Pond Parkway,9871,534534,534,1,534
535,+535,+535,589315.086,9682689604,6010002820,8/29/2024,8/3/2024,1874.01,6284.31,4254.84,Huogezhuang,146 Monterey Crossing,20083,535535,535,1,535
536,+536,+536,480005.917,3433050420,8589791290,1/19/2025,5/28/2024,3402.2,2294.5,2249.28,Wuhao,1 Susan Street,26588,536536,536,3,536
537,+537,+537,132041.795,8855767726,2684166456,1/4/2025,9/11/2024,6494.14,4224.0,2807.58,Gunajaya,77864 Toban Pass,14370,537537,537,3,537
538,+538,+538,931165.805,9156954623,8410628390,4/9/2024,1/8/2025,1981.69,1342.6,8328.55,Kansas City,848 Corben Junction,1063,538538,538,3,538
539,+539,+539,305751.065,9524577570,1346339651,10/19/2024,12/13/2024,5089.66,8634.33,784.56,Itapema,871 Randy Way,5681,539539,539,2,539
540,+540,+540,27453.049,8255982639,1042586880,10/23/2024,8/28/2024,679.1,1267.31,3151.97,Fengcun,587 Bartelt Pass,12641,540540,540,3,540
541,+541,+541,425085.946,3920049240,8155959132,1/14/2025,2/9/2025,5740.32,9193.41,2763.26,El Zapote,8004 Bellgrove Point,12140,541541,541,1,541
542,+542,+542,727796.149,6752547805,5760535704,3/28/2024,1/10/2025,7738.29,3920.42,7689.36,Ntoroko,7471 Pawling Pass,14530,542542,542,1,542
543,+543,+543,628739.506,4540495269,9598657753,7/27/2024,11/18/2024,5219.24,2846.12,5469.2,Michałowice,8 Petterle Center,3007,543543,543,1,543
544,+544,+544,270601.113,9776877361,2513932865,3/30/2024,1/21/2025,1487.06,1019.92,5177.84,Pedreira,7 Pennsylvania Alley,27488,544544,544,3,544
545,+545,+545,793611.648,332859638,3508473612,4/14/2024,12/27/2024,7545.64,3264.19,727.08,Dengfang,90221 Granby Way,27285,545545,545,3,545
546,+546,+546,229101.84,9570897609,2260897218,2/11/2024,4/14/2024,6601.17,1464.0,7585.2,Béziers,3547 Mallard Street,28126,546546,546,2,546
547,+547,+547,335431.562,5030942070,6225595570,11/28/2024,11/25/2024,2488.85,7432.69,1229.01,Hankazi,12172 Prentice Place,6505,547547,547,2,547
548,+548,+548,491760.887,6222763218,7189881731,11/10/2024,10/7/2024,6944.74,2118.97,2263.68,Caen,9 Pond Pass,15891,548548,548,2,548
549,+549,+549,422419.963,2551931715,3921716846,1/2/2025,11/14/2024,5791.57,7578.07,3206.23,Liuhao,1 Di Loreto Junction,30267,549549,549,3,549
550,+550,+550,992458.585,9243256580,4996097074,3/15/2024,10/1/2024,8140.99,3378.01,5154.91,Matsubase,00 Sutherland Place,15909,550550,550,1,550
551,+551,+551,889316.267,2519683278,6789396779,6/11/2024,10/29/2024,3051.83,8762.42,3434.11,Los Patios,8 Clyde Gallagher Alley,6459,551551,551,3,551
552,+552,+552,24267.928,7619686733,8730633621,2/10/2025,11/12/2024,3359.78,6190.72,6317.26,Shatian,3600 Buell Parkway,27726,552552,552,3,552
553,+553,+553,161067.66,2916879816,3606670957,4/27/2024,11/30/2024,4630.67,3835.94,6092.12,Södertälje,6147 Mosinee Hill,25157,553553,553,1,553
554,+554,+554,46972.151,5169624721,95921258,1/18/2025,5/29/2024,2507.11,4497.09,1606.1,Shuangmiaojie,659 New Castle Pass,27233,554554,554,3,554
555,+555,+555,576069.322,962180050,6779004852,3/17/2024,7/12/2024,626.73,9023.56,1937.36,Poja,233 Hoffman Center,11147,555555,555,2,555
556,+556,+556,204999.375,8380362135,4043135483,10/9/2024,10/25/2024,8552.48,5632.91,3223.79,Sumilao,36710 Sycamore Terrace,412,556556,556,1,556
557,+557,+557,122058.544,8981981091,3343208640,3/5/2024,5/12/2024,4902.01,5512.8,9305.82,Vidnoye,2 Johnson Drive,10552,557557,557,3,557
558,+558,+558,994295.814,9453240395,4264324243,8/22/2024,9/23/2024,7452.87,6003.33,7256.56,Mengyin,7 Orin Drive,27147,558558,558,3,558
559,+559,+559,436087.01,9617611499,4974811206,12/11/2024,7/28/2024,9016.5,5255.99,6690.73,Simpang,0521 Loeprich Road,24061,559559,559,1,559
560,+560,+560,558385.852,6343024447,1933464111,8/23/2024,11/26/2024,8933.17,1786.46,5746.29,Baishi,9 Center Center,20120,560560,560,3,560
561,+561,+561,517821.321,217971786,9552121470,8/9/2024,10/22/2024,9137.04,4476.0,7751.24,Puerto San José,7 Center Pass,26531,561561,561,2,561
562,+562,+562,324015.503,9752322735,4417398650,4/9/2024,8/2/2024,266.02,7391.8,6544.28,Jasugih Selatan,7249 Warrior Junction,21977,562562,562,2,562
563,+563,+563,722043.625,7181039729,9100154657,1/1/2025,1/20/2025,815.91,9953.76,8019.92,Mataloko,2 Coleman Way,6725,563563,563,2,563
564,+564,+564,69964.822,4787530072,5484555481,8/12/2024,7/6/2024,8359.64,5811.73,4466.0,Gränna,0798 Esch Pass,8492,564564,564,1,564
565,+565,+565,331035.211,3964594336,9182794626,3/24/2024,2/10/2025,5768.15,3273.67,3252.15,Outlook,0861 Main Plaza,21624,565565,565,1,565
566,+566,+566,778504.242,2112443474,7732942518,5/30/2024,12/12/2024,7184.55,2430.88,6193.99,Bojonegoro,3 Stuart Place,25516,566566,566,2,566
567,+567,+567,124087.191,5740794857,227699406,1/16/2025,4/4/2024,5627.33,3911.69,3203.82,Yuhe,73810 Randy Parkway,25187,567567,567,2,567
568,+568,+568,852158.146,2726496689,4727739580,7/18/2024,11/6/2024,3601.48,5162.81,8779.88,Bungereng,467 Kings Way,23486,568568,568,2,568
569,+569,+569,589362.641,8524806959,1789995085,7/18/2024,6/14/2024,5435.23,962.77,1707.83,La Virgen,6114 Anzinger Place,12214,569569,569,1,569
570,+570,+570,423823.193,1258425456,9683369927,5/23/2024,7/30/2024,6311.42,3494.48,9805.61,Kingisepp,8503 Graceland Terrace,12951,570570,570,1,570
571,+571,+571,230526.15,8930206716,6107076024,7/2/2024,2/7/2025,1809.63,709.3,6444.82,Dabat,2594 Bashford Lane,3761,571571,571,1,571
572,+572,+572,693097.378,9218853551,9422419487,5/21/2024,4/1/2024,279.99,300.37,827.45,Mardā,4725 Lakewood Plaza,11109,572572,572,1,572
573,+573,+573,11154.536,7184271651,5584902633,1/4/2025,11/4/2024,9469.86,7451.92,2541.42,Lammi,76212 Monterey Avenue,27217,573573,573,2,573
574,+574,+574,646725.417,5587562111,4422851504,3/8/2024,9/29/2024,3127.99,2787.2,9170.67,Santo Antônio do Amparo,00183 Kinsman Lane,13078,574574,574,1,574
575,+575,+575,332721.523,5585611087,5806340570,3/19/2024,1/12/2025,7324.66,4314.64,535.58,Ad Dasmah,928 Lakewood Drive,29854,575575,575,2,575
576,+576,+576,104435.762,7861925090,8199483838,1/5/2025,6/21/2024,7611.14,5824.27,3809.36,Dingshan,06870 Claremont Pass,22252,576576,576,2,576
577,+577,+577,489526.905,2229373246,9915405258,5/1/2024,7/29/2024,8336.83,7.36,906.6,Liaoyang,217 Pepper Wood Plaza,28666,577577,577,2,577
578,+578,+578,11631.886,8954679467,916860582,12/25/2024,10/13/2024,8131.95,4867.96,9604.49,Sampaio,3 Maple Court,30198,578578,578,3,578
579,+579,+579,970966.643,1803799644,5443818644,9/22/2024,4/16/2024,3058.05,1910.42,3846.83,Sokobanteng,751 Hanover Point,8719,579579,579,1,579
580,+580,+580,798111.44,3073929752,9812713529,11/7/2024,1/28/2025,2562.0,5564.25,8706.66,Otrado-Kubanskoye,500 Alpine Hill,31331,580580,580,3,580
581,+581,+581,15330.6,5949924839,9860844932,3/21/2024,12/6/2024,564.72,316.44,4683.17,Terney,28 Village Trail,18156,581581,581,3,581
582,+582,+582,310345.314,3893124508,3984400501,8/31/2024,6/26/2024,7544.32,8994.42,7172.68,Al ‘Ashshah,33 Maywood Parkway,24476,582582,582,2,582
583,+583,+583,918719.416,1843316173,3341102335,8/5/2024,11/1/2024,2652.36,8206.18,3247.62,Timba Timuk,1222 Hooker Drive,21482,583583,583,3,583
584,+584,+584,247190.74,1933838753,1610439602,1/25/2025,8/14/2024,7434.35,1364.31,1126.36,Yuncao,8 Larry Pass,1764,584584,584,1,584
585,+585,+585,699944.264,1768809561,2193408089,1/3/2025,6/6/2024,2421.1,9482.62,4326.67,Duofudu,6243 Morningstar Plaza,497,585585,585,2,585
586,+586,+586,269556.942,7393093143,775700721,1/9/2025,12/20/2024,2792.62,3782.33,7829.42,Bahorí,28160 Bunker Hill Terrace,12693,586586,586,3,586
587,+587,+587,862764.309,8301378422,9113620308,10/16/2024,2/21/2024,4312.94,5156.69,9980.1,Mendī,9468 Fuller Way,19097,587587,587,3,587
588,+588,+588,93824.337,1652819603,1485375312,5/17/2024,5/2/2024,9966.98,3315.38,2816.58,Timba Timuk,6 Granby Road,678,588588,588,3,588
589,+589,+589,408832.962,9997972441,6807006445,9/8/2024,5/19/2024,4915.53,4576.37,8973.77,Grevená,4 Acker Pass,20929,589589,589,2,589
590,+590,+590,395156.854,6711180429,9283186091,9/15/2024,2/11/2024,6360.0,4983.67,6904.89,Baturité,599 Bartillon Junction,11443,590590,590,2,590
591,+591,+591,920924.27,7781062180,2752565344,5/29/2024,8/14/2024,150.59,5834.3,4298.23,Mossoró,4810 Havey Circle,27380,591591,591,2,591
592,+592,+592,207792.711,4244951013,1118274964,12/17/2024,5/17/2024,6409.21,707.25,6580.0,Boconó,4 Service Pass,5842,592592,592,2,592
593,+593,+593,476069.413,7392107452,1472118897,6/30/2024,4/2/2024,2829.47,6147.74,5293.91,Hebu,8 Helena Alley,7915,593593,593,3,593
594,+594,+594,402086.221,8292991169,2012807018,8/2/2024,11/10/2024,4937.68,7952.31,5841.95,Adrasmon,159 Northridge Hill,18062,594594,594,3,594
595,+595,+595,535116.091,2498593278,9256734865,9/22/2024,11/11/2024,7059.69,3055.68,3809.27,Lat Yao,131 Moulton Road,2525,595595,595,2,595
596,+596,+596,830498.619,5675034380,5792146039,5/3/2024,7/26/2024,1020.13,1900.89,9992.05,Espinal,4411 Transport Point,6533,596596,596,1,596
597,+597,+597,777532.377,9772371861,6224602446,2/11/2024,7/7/2024,9877.63,6222.92,6967.8,Daultāla,1559 Park Meadow Park,1748,597597,597,1,597
598,+598,+598,215150.524,7876030320,4296159947,3/24/2024,4/26/2024,6605.2,2636.17,9182.71,Quva,05 Leroy Circle,8847,598598,598,1,598
599,+599,+599,223175.706,3848005855,5070686095,6/15/2024,6/11/2024,9163.68,9446.71,7716.72,Barraute,4914 Sutteridge Junction,23415,599599,599,1,599
600,+600,+600,344852.101,7902560364,4264763683,11/10/2024,5/15/2024,2920.5,9771.31,9637.05,Gabi,10683 Sunfield Place,5971,600600,600,3,600
601,+601,+601,738368.148,7606804049,7660736738,12/3/2024,6/6/2024,1279.62,8378.13,8557.06,Aleksandrovskiy Zavod,69 Amoth Place,17561,601601,601,2,601
602,+602,+602,429011.643,8850473062,2282762362,12/16/2024,1/18/2025,67.49,527.23,8472.2,Örebro,10 Hollow Ridge Park,29650,602602,602,2,602
603,+603,+603,342753.964,4887816063,1104359279,11/16/2024,8/9/2024,6538.65,3900.13,8402.59,Wonokerto,6 Texas Lane,26722,603603,603,1,603
604,+604,+604,996981.306,2004441437,3812943921,4/20/2024,7/21/2024,3677.65,717.09,3266.1,Tatsunochō-tominaga,16 Ilene Trail,9243,604604,604,2,604
605,+605,+605,671193.197,9549415957,8018042746,6/22/2024,7/13/2024,3838.75,6363.91,8748.72,Kyzylorda,47031 Mockingbird Alley,29790,605605,605,1,605
606,+606,+606,478010.184,2558005669,3701330010,7/26/2024,1/13/2025,1869.1,9792.55,417.22,Xamba,46 Old Shore Road,16972,606606,606,2,606
607,+607,+607,427816.771,7775765132,9962218512,9/7/2024,10/22/2024,3210.68,9497.45,4944.56,Luxi,57 Basil Pass,3797,607607,607,2,607
608,+608,+608,769026.719,9981429345,8430118811,10/22/2024,12/30/2024,8634.32,2668.84,2750.54,Dabu,252 Crest Line Plaza,32638,608608,608,1,608
609,+609,+609,549369.658,4900639093,3302704580,7/13/2024,9/13/2024,8327.05,9486.13,5909.59,Forquilhinha,59406 Ludington Place,27455,609609,609,1,609
610,+610,+610,271665.693,5464300422,5837868713,2/20/2024,2/11/2024,7554.36,7660.42,8743.47,Shaba Zhen,2 Tennyson Crossing,23997,610610,610,3,610
611,+611,+611,769392.858,8276560053,487282866,3/9/2024,11/7/2024,8057.7,4116.04,3769.96,Tupsan,79 Village Pass,22387,611611,611,1,611
612,+612,+612,639131.911,441236933,523808325,8/31/2024,7/24/2024,171.8,1976.42,9517.22,Carmen de Viboral,51 Roxbury Plaza,18309,612612,612,3,612
613,+613,+613,372857.975,8211744843,9625777637,2/5/2025,10/1/2024,7842.68,3833.94,3625.01,El’brus,9 Butterfield Lane,5796,613613,613,3,613
614,+614,+614,792328.981,7135201534,7623920574,8/16/2024,6/13/2024,8712.86,1693.5,8457.08,Walce,66719 Dryden Way,19010,614614,614,1,614
615,+615,+615,307850.639,7144297996,1372943904,7/18/2024,10/23/2024,4589.27,5157.8,5654.78,Valdice,10 High Crossing Point,3264,615615,615,2,615
616,+616,+616,917307.763,1920236794,4460955092,11/5/2024,11/5/2024,6483.3,8330.49,5860.03,Villa Ojo de Agua,5748 Superior Parkway,14822,616616,616,3,616
617,+617,+617,627629.85,4033567375,6320772985,8/7/2024,3/10/2024,9816.91,6152.62,3888.23,Kolobovo,2 Dennis Place,24247,617617,617,3,617
618,+618,+618,248624.519,311636571,7642970939,8/17/2024,2/16/2024,1537.56,5647.43,1568.06,Rumāh,2 Veith Alley,6095,618618,618,1,618
619,+619,+619,542406.136,2669427342,8093793388,11/23/2024,4/21/2024,2633.25,2149.25,8414.12,Suqu,6468 Summit Crossing,20208,619619,619,1,619
620,+620,+620,798314.365,9152562595,3409172986,2/11/2024,1/28/2025,4023.33,6866.96,5162.57,Seara,88417 Gulseth Trail,18731,620620,620,2,620
621,+621,+621,762082.684,3264620157,62478431,8/5/2024,2/15/2024,3068.44,4590.15,3807.0,Jianqiao,7 Moulton Pass,6023,621621,621,1,621
622,+622,+622,643030.002,8093747720,515800097,1/29/2025,4/4/2024,774.89,126.94,5924.12,Mogi das Cruzes,27855 Old Gate Crossing,22936,622622,622,1,622
623,+623,+623,848157.531,6891775604,2612992258,9/8/2024,9/7/2024,679.03,411.66,1413.31,General Luna,6 Morningstar Drive,18273,623623,623,2,623
624,+624,+624,693442.747,9594810787,7777480364,6/4/2024,1/11/2025,8512.24,7492.37,6251.81,Dunaújváros,9 Anniversary Alley,31695,624624,624,3,624
625,+625,+625,946039.409,582275214,5323892848,2/12/2024,7/11/2024,1559.48,3540.28,5903.46,Thio,9715 Crescent Oaks Road,140,625625,625,3,625
626,+626,+626,933104.662,7405537323,2620799953,4/10/2024,6/27/2024,2592.59,5279.94,5085.06,Poniklá,990 Carberry Parkway,5435,626626,626,3,626
627,+627,+627,883842.798,6346277190,1350918883,2/26/2024,3/29/2024,8649.44,6057.95,228.93,Xiying,588 Beilfuss Circle,9428,627627,627,2,627
628,+628,+628,678922.277,4469769340,7323632154,9/1/2024,5/11/2024,5345.43,2848.57,5652.78,Tucson,33382 Stoughton Trail,6990,628628,628,1,628
629,+629,+629,929357.535,2866319182,2512900264,3/10/2024,6/27/2024,6383.84,275.62,7934.95,Petit Raffray,1 School Drive,11754,629629,629,3,629
630,+630,+630,902465.751,6971458881,9014132592,6/19/2024,8/31/2024,2342.34,4890.87,5879.66,Vila Chã,81823 Barby Street,5570,630630,630,3,630
631,+631,+631,572461.792,2157073693,373169788,9/11/2024,6/18/2024,7965.08,2667.88,6650.9,Banjar Banyualit,955 Golf View Parkway,18206,631631,631,1,631
632,+632,+632,651425.974,898969244,2342499672,6/23/2024,2/14/2024,8983.97,252.85,5333.81,Amaigbo,0167 Carberry Center,11231,632632,632,3,632
633,+633,+633,973175.438,7385820502,3307015925,7/2/2024,1/7/2025,2588.84,1091.81,8299.49,Eystur,589 Bashford Drive,11092,633633,633,3,633
634,+634,+634,58384.586,1667905141,7141592481,12/6/2024,3/11/2024,2898.07,4034.57,3277.54,Dallas,6418 Artisan Avenue,135,634634,634,3,634
635,+635,+635,732144.658,5441597675,7866162067,1/10/2025,1/25/2025,8899.78,5709.93,8965.53,Jiangfeng,2 Rieder Way,7555,635635,635,2,635
636,+636,+636,95591.524,3059604961,1353809122,2/7/2025,6/28/2024,939.1,9596.34,2740.69,Bangkok,20578 Spohn Way,17973,636636,636,2,636
637,+637,+637,2992.046,4254053665,1263178264,7/9/2024,10/9/2024,3366.28,7647.1,1101.7,Fray Bentos,5598 Sunnyside Drive,19622,637637,637,1,637
638,+638,+638,265483.576,1209000172,7533382083,8/29/2024,7/28/2024,3180.37,3332.55,1355.44,‘Eilabun,8 Nobel Terrace,17146,638638,638,1,638
639,+639,+639,586236.552,43224082,7704647036,6/28/2024,3/12/2024,2448.49,7645.2,9655.8,Tiepu,9 Northview Street,17719,639639,639,3,639
640,+640,+640,832933.85,3428983789,8534470451,11/17/2024,1/29/2025,8733.98,4143.43,6601.13,Omu Aran,5 Lakewood Way,26156,640640,640,2,640
641,+641,+641,693862.252,3668888343,7814078768,8/31/2024,7/10/2024,5723.19,3241.76,7589.26,Kalahang,6 Ronald Regan Hill,23685,641641,641,1,641
642,+642,+642,508117.045,5528918956,8136312344,6/26/2024,3/9/2024,1593.44,5220.87,9218.89,Ford,31546 Hanover Place,13634,642642,642,3,642
643,+643,+643,175301.928,705786394,1427045053,10/11/2024,9/10/2024,7893.97,8401.83,7755.65,Libofshë,8 Mitchell Junction,11234,643643,643,1,643
644,+644,+644,252320.951,4662585868,8097128478,10/21/2024,2/1/2025,3239.84,9947.67,4955.58,Ivanovo-Alekseyevka,23250 Caliangt Circle,15582,644644,644,1,644
645,+645,+645,585597.504,6749225435,2895928489,8/1/2024,9/22/2024,3861.8,2672.03,6531.19,Nikhom Kham Soi,0807 Pine View Junction,24040,645645,645,2,645
646,+646,+646,446630.251,2190340829,7796572258,8/8/2024,7/2/2024,1041.43,25.01,8643.05,Valence,252 Manley Way,5699,646646,646,1,646
647,+647,+647,502644.282,5959500622,1344479195,11/18/2024,10/18/2024,8265.19,9782.22,797.38,Novoye Devyatkino,663 Judy Junction,5114,647647,647,1,647
648,+648,+648,452814.144,7244396917,996907856,11/10/2024,4/29/2024,2308.67,1584.01,9133.07,Malicboy,86 Mesta Court,12050,648648,648,3,648
649,+649,+649,972599.889,8700861392,4565567743,10/4/2024,9/7/2024,9064.52,4671.31,45.74,Pécs,2 Leroy Trail,27417,649649,649,3,649
650,+650,+650,909968.014,6953003781,3501774647,2/10/2025,3/26/2024,5705.15,4123.47,305.59,Esperanza,393 American Ash Lane,1362,650650,650,1,650
651,+651,+651,51842.933,3536069118,3748808051,1/10/2025,11/21/2024,6798.12,6607.34,6611.64,Jiangkou,167 Mcbride Alley,643,651651,651,2,651
652,+652,+652,570937.752,9079470941,747979438,3/27/2024,5/11/2024,6182.8,4373.27,590.25,Machetá,400 Monterey Place,31596,652652,652,3,652
653,+653,+653,733665.806,3860534186,4007408903,12/8/2024,11/27/2024,6745.77,5087.07,9042.73,Santo Adrião Vizela,595 Golf Court,10283,653653,653,2,653
654,+654,+654,264669.302,741103809,2395683941,6/5/2024,11/21/2024,863.07,4109.99,6317.25,Puerto Alto,18 Dottie Point,10782,654654,654,3,654
655,+655,+655,317487.797,42909560,8926995979,9/22/2024,7/1/2024,9350.39,2740.11,2448.86,Dimitrovgrad,27423 Park Meadow Road,17300,655655,655,2,655
656,+656,+656,648418.655,1150044382,5703159292,12/18/2024,7/5/2024,2436.35,6610.06,2096.56,Caldas das Taipas,1315 Memorial Way,19895,656656,656,2,656
657,+657,+657,286732.83,6837611955,1989053092,5/8/2024,5/8/2024,1078.68,3331.23,5116.45,Luhačovice,86481 1st Street,30767,657657,657,3,657
658,+658,+658,654906.75,5320573989,2727209405,3/2/2024,7/25/2024,9789.79,2866.33,9008.49,Mangga Dua,5052 High Crossing Drive,5561,658658,658,1,658
659,+659,+659,674951.303,3926159639,7072143291,7/20/2024,6/10/2024,8916.23,5771.49,4903.39,Changfu,2308 Gerald Place,30062,659659,659,1,659
660,+660,+660,109940.906,2668175742,9703238270,11/18/2024,2/11/2024,4398.89,7822.07,1311.43,Zduńska Wola,947 Rusk Center,27303,660660,660,3,660
661,+661,+661,757127.033,3035681141,9332481535,5/14/2024,5/7/2024,2681.57,6114.97,8950.04,Tomar,6890 Bartillon Center,15853,661661,661,1,661
662,+662,+662,159132.438,8546092058,7550511048,1/7/2025,4/7/2024,7597.14,4761.09,1916.46,San Diego,1 Sundown Pass,13040,662662,662,3,662
663,+663,+663,589953.022,1309489427,7640171576,4/7/2024,5/16/2024,7580.59,3154.9,1289.4,Lipník nad Bečvou,962 Norway Maple Street,13558,663663,663,2,663
664,+664,+664,846246.778,4926367602,9440848548,10/22/2024,2/10/2025,2957.61,2772.91,3799.6,Andahuaylas,97062 Clemons Point,565,664664,664,1,664
665,+665,+665,15673.431,1047019909,2581960406,12/23/2024,6/23/2024,3542.05,3767.3,4032.59,Xiasi,700 Leroy Park,1800,665665,665,3,665
666,+666,+666,727637.629,4647261317,9748650613,9/17/2024,10/12/2024,3691.52,7498.4,7106.5,Francisco J Mujica,2794 Paget Alley,29466,666666,666,3,666
667,+667,+667,657965.133,6615962957,7314465858,1/5/2025,8/21/2024,7249.3,295.88,2115.48,Nanhe,0 Amoth Court,10939,667667,667,1,667
668,+668,+668,382491.387,9346878133,1858338307,9/28/2024,2/10/2025,5513.43,5541.18,9853.91,Baroy,9 Hoard Drive,11721,668668,668,3,668
669,+669,+669,660911.506,1835495979,9527809535,2/15/2024,10/18/2024,1771.73,8956.79,3764.24,Loakulu,469 Tomscot Trail,11833,669669,669,1,669
670,+670,+670,287270.409,2518560421,9538474742,6/15/2024,4/8/2024,7553.67,7713.14,7234.91,Ugra,423 Mesta Alley,28421,670670,670,3,670
671,+671,+671,276594.521,5795239802,4515798806,10/20/2024,7/6/2024,5242.95,8382.63,7193.61,Chengmagang,4918 Milwaukee Pass,17460,671671,671,1,671
672,+672,+672,325164.507,6296015701,2131167384,11/23/2024,12/29/2024,1346.36,3999.86,3638.11,Dampit,7168 Johnson Drive,21623,672672,672,3,672
673,+673,+673,262464.727,4465496315,5489920517,2/28/2024,3/9/2024,3938.92,9609.38,2774.53,Soufrière,68 Park Meadow Alley,13989,673673,673,2,673
674,+674,+674,706177.642,1832978730,7810555357,2/3/2025,6/29/2024,3410.37,4620.16,1974.74,Yelizavetinskaya,53 Swallow Road,6442,674674,674,3,674
675,+675,+675,223279.161,9494987888,5908564607,3/21/2024,11/25/2024,3703.5,8166.22,188.78,Oslo,2710 Steensland Road,22589,675675,675,3,675
676,+676,+676,221006.803,1791673193,1234187287,1/17/2025,8/30/2024,6622.09,6713.61,5959.42,Tandayag,0 Alpine Junction,32134,676676,676,1,676
677,+677,+677,383581.968,4145260254,7732986345,11/4/2024,1/3/2025,8737.05,9792.76,5270.59,Haishan,22 Browning Park,26352,677677,677,3,677
678,+678,+678,938611.606,4415699512,9395778525,8/26/2024,5/18/2024,9876.56,3724.63,4437.53,Santo Aleixo,201 Sauthoff Point,31511,678678,678,1,678
679,+679,+679,69205.957,9157603340,9514189874,3/2/2024,7/19/2024,9335.46,1586.56,8259.98,Kurów,3 Truax Way,28132,679679,679,2,679
680,+680,+680,418917.266,3719502053,1778191416,11/13/2024,6/15/2024,3465.14,2065.6,3937.14,Qincheng,03 Eastwood Plaza,25388,680680,680,1,680
681,+681,+681,68095.85,8078391550,245827754,8/28/2024,10/8/2024,7188.49,6560.4,8047.39,Maubin,4 Crownhardt Terrace,15765,681681,681,1,681
682,+682,+682,123334.895,2123055937,8859551355,1/4/2025,9/19/2024,7160.46,3281.85,8793.56,Grenoble,37958 Menomonie Crossing,18560,682682,682,2,682
683,+683,+683,88827.711,5794878397,5607168535,12/13/2024,8/20/2024,3238.59,6222.53,4306.34,Cần Giờ,60 Elmside Crossing,24090,683683,683,2,683
684,+684,+684,580709.645,4782024840,2872157034,10/9/2024,12/5/2024,3095.67,6906.5,4192.75,Tiwi,421 Miller Pass,14750,684684,684,1,684
685,+685,+685,166359.372,109510338,433798455,3/5/2024,10/23/2024,3765.77,2437.71,7424.9,Zhaike,41 Saint Paul Road,14766,685685,685,3,685
686,+686,+686,443795.451,465530224,208007451,4/11/2024,9/26/2024,7644.85,2082.21,6181.01,Rudo,528 Mockingbird Parkway,2557,686686,686,2,686
687,+687,+687,492554.177,4822296749,7048861110,9/5/2024,6/14/2024,2171.46,7267.03,9616.64,Tambura,1593 Glendale Way,7942,687687,687,3,687
