id,power_module_name,battery_module_name,battery_module_energy,battery_usable_energy,max_output_power,peak_output_power,nominal_voltage,operating_voltage_range,communication,power_module_weight,battery_module_weight,operating_temperature,max_operating_altitude,noise_emission,cell_technology,created_at,updated_at,height,width,length,power_module_height,power_module_width,power_module_length,battery_id
800,Cari,Korb,2992350367952.96,6720937330445.1,3303777769936.08,6609299931634.86,6051,77,+800,99885.81,906405.46,593498.71,334695,708.92,nisi volutpat,2024-10-12T15:18:25Z,2025-02-01T14:21:07Z,3260.89,8321.46,9563.39,3940.24,3978.63,7262.69,800
801,Flory,Foulgham,6086927754210.16,8331278771050.91,8610580274977.32,2966184565589.58,657,85,+801,72941.43,10862.44,762489.68,514674,564.43,et commodo,2025-01-29T23:54:33Z,2025-01-24T00:38:35Z,8502.21,3458.21,1383.83,4344.06,5815.92,2097.97,801
802,Kerri,Riccelli,9940766857926.83,4756886078464.14,5706521352574.45,3308927612361.36,6621,774,+802,211019.27,585266.48,101577.7,506370,598.16,nec,2024-06-30T09:43:54Z,2024-04-07T18:53:05Z,3521.76,1279.21,1185.65,3813.91,5757.59,4567.14,802
803,Norma,Hacard,1053019036804.15,9688938071757.39,2396053609913.82,9617662138591.73,7983,935,+803,956539.94,143722.74,381027.14,501996,723.19,dictumst,2024-11-15T13:02:37Z,2024-04-16T08:01:22Z,3916.67,2858.11,4345.28,119.37,8447.84,6851.08,803
804,Georgia,Benezeit,2759914253170.62,5010822494653.51,5148341350519.03,5737677012840.57,15856,813,+804,901147.52,808071.08,762772.64,530537,389.1,tortor sollicitudin,2025-01-22T13:22:22Z,2024-11-26T12:23:36Z,9426.8,5766.96,6505.43,723.78,4831.59,5257.06,804
805,Mead,Wiper,1865166429879.79,3949434763446.31,6471809951020.42,912584655469.81,3053,572,+805,356520.74,65584.13,232161.95,364117,680.75,augue,2024-05-29T05:22:42Z,2024-10-26T00:13:01Z,6859.18,8044.35,9839.89,1536.46,1657.28,767.62,805
806,Witty,Plaster,106460882440.43,3024667429553.86,8493901056658.32,4179162237438.64,217,637,+806,908646.21,163781.16,845059.36,59560,657.63,mauris viverra diam,2024-09-11T22:07:45Z,2024-07-22T05:24:26Z,3902.47,8011.25,6323.61,2523.02,3253.8,5217.08,806
807,Paula,Sterman,3804762339525.31,5510392652902.58,3999325841707.18,2498336184513.37,19789,321,+807,36159.7,602075.26,223181.39,509011,644.0,suspendisse,2024-02-21T16:43:12Z,2025-01-30T11:52:16Z,8666.72,7067.34,6803.57,5900.97,9896.0,8562.9,807
808,Iorgos,Smylie,8457445415113.49,6939281484372.59,5359744683265.51,1086073793511.29,2378,571,+808,104700.08,744063.93,378499.62,429109,646.31,diam vitae,2024-08-23T16:25:13Z,2024-08-10T21:38:06Z,1921.92,7506.47,1335.5,1919.08,8537.25,4544.29,808
809,Corrinne,Whether,4675496989968.38,8982361619868.37,1084234205218.46,2217796344264.81,14435,620,+809,639951.13,766440.14,102799.94,181262,527.0,sed magna at,2024-02-11T22:11:31Z,2024-09-08T19:42:15Z,864.49,6282.98,6033.24,91.97,460.9,3455.17,809
810,Eydie,Chomley,4999128282994.05,1702739226054.47,6783157373809.38,1914411011973.63,5393,635,+810,23729.35,537962.93,980263.41,255006,358.02,nunc,2024-09-05T22:52:25Z,2024-03-30T15:22:11Z,2845.57,2208.02,3599.38,4930.12,4568.94,2331.37,810
811,Rycca,Cotmore,7209152293276.66,7171031076927.39,6144869559343.85,9842074280135.66,15575,733,+811,373750.37,234443.5,833959.48,4556,432.79,montes nascetur ridiculus,2024-07-28T22:31:54Z,2024-05-07T23:42:33Z,7354.9,592.7,7771.2,8779.82,905.59,1207.18,811
812,Mikkel,Hubbard,5265089735261.12,9775638440601.8,6442682512019.95,7333382957726.24,14713,423,+812,622270.99,376359.26,12705.44,437865,300.58,rutrum,2024-10-16T13:10:29Z,2024-08-26T09:00:14Z,4999.92,175.06,7166.63,9215.4,3750.7,4089.2,812
813,Garrik,Terrill,8249093260289.36,3939370200870.96,908176729734.98,489629730443.42,15938,58,+813,966989.27,832029.13,844069.52,908922,495.23,nibh ligula nec,2024-10-10T02:49:32Z,2024-03-07T05:43:18Z,5036.59,6749.8,8386.42,5989.33,6375.94,832.79,813
814,Ollie,Olding,7732425552108.45,1068249633786.19,5974761599045.35,863420034692.3,12766,292,+814,593525.84,208235.8,540110.14,148288,262.54,rutrum nulla,2024-07-14T02:21:27Z,2025-01-31T18:52:31Z,8097.51,4939.96,7949.35,7964.07,9231.43,3889.74,814
815,Tallie,Taunton,3925039909015.8,6859293812547.31,5909198760632.29,4534737336402.85,5028,666,+815,347371.29,52757.24,92324.13,238993,116.51,pretium nisl,2024-12-13T03:13:17Z,2024-12-29T16:33:43Z,3893.53,4649.08,9221.66,2495.14,2131.76,3269.93,815
816,Marshal,Pryde,9680242152047.84,8528474906318.57,6851480248919.12,648386362999.92,12387,421,+816,447657.14,592394.12,26002.91,91191,574.89,quam suspendisse potenti,2024-06-05T03:48:56Z,2024-08-21T21:17:16Z,5143.81,2247.01,8959.26,6064.07,6779.58,3320.7,816
817,Sol,Bawles,1739461124359.59,6194613400247.45,525147404959.56,205354734219.71,11800,25,+817,868337.25,751551.64,134377.92,876008,203.06,montes nascetur ridiculus,2024-11-16T15:35:08Z,2024-12-28T02:24:11Z,5344.65,7528.97,7663.32,7744.31,9709.24,3204.28,817
818,Hildagard,Hartwell,7155025615248.32,8037641003437.64,9932408298909.4,1365379878719.4,16580,948,+818,445555.4,187468.45,17450.32,745606,368.02,ullamcorper,2025-01-31T10:17:43Z,2024-08-23T22:49:40Z,2055.85,9615.79,4407.09,7195.33,2914.35,92.91,818
819,Elke,Giacomi,394873925836.99,7775072260507.06,8399392713992.56,5547257786663.95,5247,489,+819,419992.21,794464.2,207243.12,635415,249.01,curae,2024-10-18T17:28:17Z,2024-08-09T21:32:26Z,7665.39,3398.73,1813.77,4269.87,9647.19,1566.53,819
820,Brandie,Bruyet,3834867369499.1,1002393739638.55,8172412583691.08,5291469101271.11,3769,446,+820,320524.65,413730.14,645561.94,555827,596.75,neque duis,2025-01-29T11:51:00Z,2024-11-22T04:49:57Z,1313.18,4132.79,2014.63,1273.3,8165.8,6672.78,820
821,Kettie,Meier,1704869257697.45,8297225112523.43,8463157907880.43,6936233917901.07,5890,616,+821,948217.06,827463.72,583737.26,529987,177.15,posuere,2025-01-04T14:04:12Z,2024-02-19T02:44:54Z,8179.99,134.79,9905.06,1938.66,232.79,6334.16,821
822,Lilia,Maskill,9723711569301.7,2765908931788.45,2460769585187.7,330102809880.83,9437,135,+822,828310.88,649313.58,263057.02,87672,732.01,lorem integer,2024-08-14T03:33:52Z,2024-05-25T00:30:22Z,9948.22,8989.62,7775.91,7287.58,8491.2,9522.79,822
823,Julianna,Scyone,3413237748827.21,166200061879.22,9942814807324.08,961845762166.01,2066,420,+823,81429.58,407773.72,762360.32,262372,525.03,sapien,2024-11-16T13:25:28Z,2024-12-18T14:32:43Z,8447.31,1214.48,6090.64,3984.78,5985.87,4255.52,823
824,Lem,Rodway,869070285507.0,7913561881300.0,360138594012.89,6097874916323.35,4084,286,+824,458866.19,678843.29,740907.27,998424,590.47,ultrices phasellus id,2024-10-05T12:18:12Z,2024-09-22T16:04:52Z,3322.81,5252.77,1385.23,5177.82,944.81,1341.98,824
825,Risa,Golly,8989029689923.14,3362880820933.0,7504281188416.7,4756477544643.38,164,8,+825,836963.06,4583.19,993288.49,48628,126.71,montes nascetur,2024-07-16T17:09:23Z,2024-06-30T21:36:25Z,9236.53,588.96,1486.39,2705.95,4377.61,8540.44,825
826,Boyce,Stapele,8631968676189.15,1759148237354.65,9626883243800.59,3086607100266.57,15752,403,+826,490546.29,789949.53,942869.44,677996,39.76,hac habitasse,2025-01-04T15:43:31Z,2024-04-14T06:29:01Z,2829.38,5339.63,5396.98,9676.2,7979.95,5163.09,826
827,Chet,Linay,4481257793345.5,4217030419506.42,1274501873420.31,6472793608334.68,11797,589,+827,649401.49,178335.94,949022.38,340516,311.18,rutrum,2025-01-19T05:27:39Z,2025-01-24T22:05:26Z,3479.51,6876.74,4340.93,9011.79,418.87,2162.6,827
828,Rea,Readings,5287751759269.85,91066379482.36,9104593363884.36,9199530389714.09,14390,171,+828,945751.27,213655.48,511883.72,223276,542.2,integer pede justo,2025-01-30T09:28:46Z,2024-04-25T23:34:21Z,4506.26,1452.24,7709.93,1747.3,8768.55,3232.38,828
829,Andreana,Defries,4378947600326.72,5819913261132.89,8409843922213.79,622379761730.76,1604,690,+829,841196.0,944263.51,160539.87,891195,157.58,ut,2025-01-10T15:38:12Z,2024-09-13T21:19:22Z,7391.42,2062.98,1844.51,7309.17,9200.61,9260.35,829
830,Farlay,Currie,3718755309717.09,3921621575669.95,7316750163480.92,8735387113691.15,4568,414,+830,981909.0,726675.27,213818.32,63735,435.79,duis bibendum felis,2024-08-13T15:48:34Z,2024-11-20T10:25:00Z,3096.98,9520.79,4730.89,7020.02,3364.38,8572.45,830
831,Larry,Lanceley,2152867155534.25,2879540161435.04,9843293148631.97,6580789711700.57,21195,299,+831,620498.51,84399.1,737194.48,453053,579.78,commodo,2024-07-30T16:45:00Z,2024-10-04T19:14:39Z,9516.5,8215.43,550.85,8142.44,7784.75,9866.99,831
832,Rahel,Bentame,8257368828630.79,1551851444160.45,6544499472189.43,3040422613064.8,20602,972,+832,555632.64,993681.94,429365.68,822516,587.54,blandit ultrices enim,2024-03-07T02:58:23Z,2024-02-27T00:10:25Z,9560.49,4106.74,3711.97,4970.8,3870.75,7151.03,832
833,Nat,Brissenden,9079832534561.86,8643623423872.25,32507102564.97,4094179701331.69,19884,38,+833,590576.91,613221.32,197361.39,522360,750.84,ipsum primis,2024-03-25T02:13:57Z,2024-05-01T23:28:26Z,8654.28,4151.91,9561.33,5835.13,9522.77,2237.22,833
834,Sunny,Vernazza,8583644854806.77,412507898127.71,1397362796570.59,2985104363750.11,16159,476,+834,788767.26,104807.08,98649.87,215468,119.31,nisl duis,2024-04-24T15:41:09Z,2024-03-25T13:53:47Z,9749.12,5273.38,7069.31,4428.06,2889.41,3023.75,834
835,Goddard,Dabel,2893883120548.61,4852084360849.99,3354484921356.34,876457623022.64,7925,572,+835,253100.81,391006.73,7007.25,40606,666.69,ipsum integer,2024-11-08T12:19:40Z,2025-01-20T04:30:53Z,7880.05,1126.8,6237.14,2248.65,3934.72,8854.33,835
836,Hildegarde,McGirl,6112375361346.95,5085871745049.28,6089776296039.14,9058161077207.55,17387,233,+836,61308.51,523309.07,816239.24,194654,709.34,ac lobortis,2024-08-03T17:38:32Z,2024-07-07T21:17:52Z,2264.22,1637.16,9938.06,1529.36,8986.59,4229.32,836
837,Amerigo,Bampford,8981413472041.49,5499118603172.86,8873280533300.81,5487714106058.92,7469,349,+837,107165.46,788990.57,715596.81,391024,920.6,tellus in,2024-12-02T09:16:13Z,2025-01-14T05:21:50Z,7220.79,8295.21,9182.03,5291.97,3060.33,8304.66,837
838,Klarika,Faussett,7573108876611.74,5568739539598.64,8580298709194.76,9058405898554.02,4359,663,+838,716660.69,835292.44,721953.42,644528,585.41,molestie nibh,2024-03-14T07:06:01Z,2024-04-29T03:04:48Z,9097.7,9784.32,2516.26,2650.61,3375.59,4969.0,838
839,Gregoire,Peek,2320184209386.83,989157404447.82,9698624750695.68,3419885492539.45,16276,708,+839,928326.78,266692.42,55518.29,545437,951.42,tempor turpis,2024-05-26T12:14:55Z,2024-03-14T09:59:34Z,5493.94,6554.68,5111.06,337.17,2706.87,6782.33,839
840,Rafe,Bibbie,2884927799573.36,3787841924411.95,1573993285170.53,2788667838438.03,17725,683,+840,148672.1,302004.63,64277.05,707231,978.46,vestibulum ante ipsum,2025-01-10T19:38:04Z,2024-09-01T10:31:41Z,6623.87,5642.88,3094.55,9184.11,1278.97,9024.08,840
841,Gabi,Hazleton,2844347464608.74,6399395865376.6,1106524478031.53,116544560707.86,11683,239,+841,167416.03,830048.66,201891.78,821489,576.2,diam,2024-09-04T04:22:46Z,2024-08-06T09:17:41Z,5799.61,3463.79,4866.57,779.48,2671.38,2257.29,841
842,Adelina,Turley,1649148537771.59,3072192885549.04,4029598976839.31,7930720727580.15,6647,182,+842,698565.99,588867.09,438362.64,517242,101.62,at dolor,2024-12-30T01:48:27Z,2024-11-25T14:13:14Z,6399.21,3672.31,2870.58,7019.59,7911.33,2866.35,842
843,Tobin,Frazer,446296937125.18,3593929969464.16,8485207560473.71,8181252744405.98,21057,679,+843,94796.69,403221.33,277201.69,281732,472.79,sapien non,2024-10-14T19:26:48Z,2024-04-28T20:37:57Z,6962.53,3943.29,2623.66,8293.69,8119.31,6711.86,843
844,Richard,Clitherow,9344663745976.05,2544744837799.02,6478705341348.15,4067044743874.02,19614,961,+844,361067.77,459192.39,495504.16,104353,56.22,eleifend,2024-11-19T13:05:38Z,2024-12-03T23:46:49Z,7112.67,3725.11,6375.9,9272.82,5841.64,9496.01,844
845,Aubrey,Corcut,6284555543458.84,2277260067991.26,5188362184104.22,5728160396094.02,14624,358,+845,287619.33,328730.46,560100.9,298840,458.8,in,2024-03-12T23:12:18Z,2024-04-21T20:25:32Z,1621.48,2068.67,9192.15,683.28,4343.39,4667.13,845
846,Pip,Beevens,9512477731014.64,2097154312850.55,7297291520847.37,4490462983158.75,9004,961,+846,987404.58,108127.78,62505.18,337675,146.09,volutpat in congue,2024-07-14T19:42:25Z,2024-04-11T17:58:00Z,8323.52,5275.76,8136.89,5341.74,1007.43,6318.21,846
847,Wain,Greenman,7684037540758.31,8298185603706.72,2475459528955.0,710754882915.19,17377,170,+847,481837.94,925547.44,891422.63,163974,638.71,nullam porttitor lacus,2024-04-16T08:08:44Z,2024-10-08T03:16:22Z,7993.94,9583.49,4166.48,1681.13,1093.34,5671.13,847
848,Balduin,Carlisi,2304368021232.72,7918505060425.22,5950278440386.3,8781715438336.04,14624,654,+848,855192.15,975634.3,330848.39,656641,332.0,maecenas,2024-08-31T16:03:25Z,2024-09-20T09:38:37Z,7009.05,1002.87,3995.48,6837.03,9973.02,8068.42,848
849,Jemimah,Blaase,6798620627177.58,2537633845045.81,1329923906764.7,7015969385533.32,7893,425,+849,178543.61,721132.84,911919.8,438303,207.94,elementum,2024-04-30T02:30:12Z,2024-06-25T06:51:09Z,265.14,4234.93,6268.62,30.49,2867.25,8240.04,849
850,Karylin,Ablett,1238854157572.55,8684032721993.93,4239668552500.61,3065851238416.29,11399,829,+850,837863.75,586096.69,829847.97,853326,79.06,vel accumsan tellus,2024-03-18T21:33:55Z,2024-11-14T21:30:16Z,6543.9,5111.08,9668.92,762.24,106.86,4843.34,850
851,Renell,Morrison,8694124073178.75,5630505443814.79,5197055500581.3,1153800791006.01,20138,830,+851,809627.21,184966.69,430498.1,665963,223.44,integer a,2024-05-03T09:05:47Z,2024-12-25T06:25:30Z,4172.38,4179.44,2479.82,1215.28,2771.1,5275.31,851
852,Ivory,Brimham,8850343887467.44,528318915808.34,4908882423062.55,8875685653070.74,7481,282,+852,363689.96,226902.19,277848.09,808903,431.68,odio in hac,2024-11-07T12:11:15Z,2024-11-08T04:14:39Z,9286.52,1430.12,5887.56,2589.81,9356.36,2286.64,852
853,Amelia,Carson,5901114525196.26,5216596344341.61,9775851117665.89,2220040201028.81,18503,752,+853,977562.85,472343.19,65535.81,331181,869.15,in quis,2024-12-22T15:13:41Z,2024-12-08T15:01:48Z,2959.29,195.25,5148.46,7087.45,8916.56,1135.74,853
854,Marlo,Goldstone,4865152267715.23,9117636645880.47,5090974345485.25,1161764605917.43,2974,954,+854,696572.63,899948.96,793372.39,338921,657.83,sed lacus morbi,2024-02-21T09:47:58Z,2024-08-11T14:07:53Z,4549.18,4281.2,361.56,3871.55,761.47,5032.94,854
855,Elmo,Dadson,6987217727227.37,9288956983287.24,3283597752753.23,1561868408596.66,10445,183,+855,658444.62,75901.91,521423.84,750153,288.74,consequat,2024-07-20T21:46:02Z,2024-05-15T10:44:51Z,2608.03,2085.05,4648.87,3306.81,4306.93,894.21,855
856,Lorie,McKeag,3796986363317.81,2685951349480.79,8879746474768.49,6501243296904.98,5164,890,+856,466314.8,4245.96,956449.74,995166,851.41,vestibulum aliquet ultrices,2024-03-02T05:31:42Z,2024-02-28T09:20:52Z,283.42,5502.81,7244.89,5065.68,5359.99,9392.88,856
857,Wilek,Dannehl,2993189694799.66,1030195571689.31,8834351181111.97,1552863575980.46,10350,809,+857,886378.09,47440.33,164247.68,840525,898.24,eu,2024-11-12T06:28:07Z,2024-10-29T05:12:35Z,9507.93,1868.99,4906.21,335.52,1989.4,101.38,857
858,Cobby,Rubke,6008659108791.43,263206682987.66,3495627850147.67,111622451554.42,13232,831,+858,968903.11,143689.67,156881.91,631829,988.04,nunc viverra dapibus,2024-12-18T15:42:57Z,2024-06-19T16:15:33Z,9230.07,2553.25,3489.02,8882.05,269.75,9677.8,858
859,Casi,Arens,3750133704998.27,7324667277778.75,7761307402021.98,5824622918700.63,11310,845,+859,207274.37,918487.78,625470.46,920665,130.22,id sapien in,2024-08-01T10:55:22Z,2024-11-11T20:54:49Z,1861.46,8602.53,4148.08,2590.06,4002.19,8476.47,859
860,Ted,Schapero,1733141975561.39,9570388157798.42,623616603493.18,1746021538906.4,14579,296,+860,285176.7,612122.61,533347.32,666347,338.98,cras in,2024-04-08T11:55:45Z,2024-10-10T21:45:34Z,4844.37,1817.48,9992.15,5867.63,4805.79,1485.27,860
861,Abba,Gyenes,7042345489319.12,5599600774324.42,535033501822.46,8324129451478.28,13204,326,+861,105699.89,877063.7,133950.57,579026,680.85,at lorem,2024-03-28T16:18:05Z,2024-03-01T20:13:09Z,2389.81,1071.2,9998.76,6677.18,6604.3,4235.89,861
862,Terry,Joynt,4685158835694.47,5108330216541.03,2003834965906.21,5243924651915.15,2491,659,+862,969746.38,410701.94,421761.8,354326,248.38,egestas metus,2024-08-28T13:11:39Z,2024-05-26T02:53:12Z,4039.66,2119.99,732.24,9605.87,8166.05,8794.57,862
863,Abdel,Gittoes,776221944156.35,1735130301019.9,6684561401117.17,140626009226.48,4549,550,+863,798701.5,720561.58,872773.5,544819,418.64,integer ac neque,2024-05-07T05:53:07Z,2024-07-27T13:55:25Z,2756.71,2121.94,2075.74,3297.17,5073.38,3636.61,863
864,Barbara-anne,Ortega,4127669286530.56,2485534237618.32,4224324098772.23,9782620438675.99,7748,155,+864,846149.24,266308.13,585322.68,180147,124.43,hac habitasse,2024-12-17T18:21:04Z,2025-01-14T11:44:45Z,7169.44,9117.55,4530.1,8677.97,6068.39,5134.57,864
865,Madelene,Bousquet,7598963835217.39,7495646366637.77,9465119057876.71,2925558076152.92,6654,330,+865,329593.07,369183.14,172787.87,527393,136.9,donec,2024-11-11T02:33:12Z,2024-06-28T22:46:45Z,1419.25,8517.62,5236.5,1280.63,5047.43,1747.71,865
866,Leslie,Munson,1705563534511.92,6974385779604.75,1315942224069.17,8115581204287.29,14405,853,+866,521875.66,342257.98,324393.23,277007,236.53,sit amet erat,2024-05-27T08:55:22Z,2024-12-24T13:14:28Z,4416.39,2061.59,4579.2,6432.77,1638.92,5868.7,866
867,Fairlie,Kilmurray,9939067925687.07,3766355112798.48,2157676475573.95,3127173634518.01,15000,806,+867,342027.48,207142.75,728028.1,258903,784.05,pretium iaculis justo,2024-05-01T18:07:13Z,2024-10-25T05:42:35Z,7314.46,5179.5,929.44,1248.01,6053.77,2146.53,867
868,Norina,Janaszewski,3537700304859.26,8210358270342.27,2255347308808.06,7746553961140.59,4333,997,+868,483649.86,854927.58,848782.0,748468,626.29,sapien,2024-03-23T13:01:52Z,2024-04-06T10:41:48Z,4158.86,8683.08,503.99,5085.8,4480.56,1724.4,868
869,Jerald,Popplestone,4471929337340.85,1815604523163.63,5689733801092.33,3556640085185.64,15833,30,+869,540800.82,294573.82,326393.39,181903,911.82,enim,2024-05-16T08:12:19Z,2024-05-22T22:33:35Z,5276.74,7014.88,6902.47,8149.9,3301.14,8223.59,869
870,Emyle,Oxborrow,5600410721706.76,8003249882642.76,943913907172.74,1693832035656.45,13201,91,+870,374094.11,827868.67,797641.16,433102,411.82,volutpat erat quisque,2024-02-15T12:23:52Z,2025-01-15T03:29:57Z,3515.97,4302.36,9074.18,3418.78,9823.59,829.14,870
871,Harmony,Daviddi,8869912609047.13,1319000264573.08,9315564979959.77,9002273990370.57,17690,676,+871,729822.39,6106.6,413197.3,996182,859.13,turpis elementum ligula,2024-07-28T12:59:59Z,2025-01-25T21:10:12Z,6091.07,5793.23,3470.92,5641.32,121.73,1168.41,871
872,Cecelia,Pleaden,8993263356057.49,9061968050332.78,5477708916716.23,9159738249540.72,12182,610,+872,64283.19,67712.69,77186.93,900367,679.82,a,2024-05-25T07:37:10Z,2024-04-17T09:57:17Z,307.44,6179.39,1826.69,5607.48,2783.51,2824.2,872
873,Garrek,Chupin,4150688478021.15,9247216006273.82,8842887645929.64,9970259783439.39,14338,155,+873,361628.1,645132.74,127990.6,359704,697.92,morbi porttitor,2024-08-06T08:04:54Z,2024-04-14T10:51:28Z,3481.32,413.88,2929.87,7943.06,7277.12,3811.23,873
874,Betta,Twinn,9160207660080.78,9853445042571.89,2870181551723.4,7182742651537.51,12883,531,+874,49419.6,342687.69,15187.15,273421,968.47,vel est,2024-05-24T15:51:46Z,2024-11-11T17:05:39Z,9778.76,1481.92,6492.5,9220.6,264.44,4472.07,874
875,Sharia,Buchett,9509380503029.47,1941644438830.8,2400606888589.89,5911358279856.14,18565,484,+875,793114.43,215847.57,614193.43,493127,662.84,nulla quisque arcu,2024-04-20T19:49:43Z,2024-05-09T12:40:01Z,3342.6,4160.37,1383.46,5232.71,9174.83,7310.23,875
876,Fairfax,Patshull,5848424961755.01,7642847234180.39,1785067961559.54,9152503700631.45,13111,776,+876,51199.61,272350.88,678111.91,841783,459.05,nonummy maecenas,2024-12-02T23:43:39Z,2024-10-23T13:09:22Z,719.99,543.93,8967.62,1881.74,8403.27,993.31,876
877,Rosalynd,Fennell,2646747663318.38,1558842584960.04,6604271487343.31,5853949114866.83,21235,122,+877,247675.18,950589.12,116166.08,748663,749.35,mi,2024-05-17T12:41:14Z,2024-08-04T03:51:04Z,6991.37,5160.91,4775.4,8091.64,558.58,9075.23,877
878,Angus,Duckers,2714952216504.97,993300092513.66,1484243746877.42,455645055193.28,20027,2,+878,416176.9,47412.66,744993.93,319958,132.04,sollicitudin ut suscipit,2024-02-20T03:42:16Z,2024-07-16T16:35:32Z,7020.89,479.1,3561.13,4441.48,9259.49,9534.21,878
879,Kirbee,Rorke,1562336976914.43,2759949548075.49,3870432809034.67,876664076168.01,4478,635,+879,456321.18,89705.59,681915.82,636710,652.77,odio,2024-07-16T14:08:32Z,2024-05-14T16:33:08Z,3414.03,8694.43,6305.87,6640.61,4476.82,2194.27,879
880,Tamas,Riceards,4279735677272.17,105424957718.87,7398724487746.47,1904825847947.88,21421,706,+880,803583.59,976346.61,201891.77,105952,938.14,donec dapibus,2024-06-02T03:44:59Z,2024-11-18T17:26:20Z,7831.91,3267.49,2147.75,1489.04,9754.61,8208.72,880
881,Kore,Danton,46354339114.69,1192795181464.03,5319643320085.1,256591527365.23,2324,771,+881,901693.9,433035.08,802868.18,84065,231.94,nunc,2024-12-26T03:57:55Z,2024-12-23T19:08:21Z,9393.59,169.22,4846.99,1894.82,3049.83,7232.64,881
882,Burk,De Giorgi,4685596657005.52,3469330304492.75,5044715387193.24,9492299341690.29,12991,830,+882,654575.91,604922.52,852698.83,31022,958.51,luctus tincidunt,2024-07-13T17:18:49Z,2024-02-17T09:51:12Z,9746.7,1480.12,1844.31,9687.81,6012.49,8587.02,882
883,Elspeth,Harnell,6616240728762.18,4510466028163.79,9520908318254.88,8980284648641.41,14145,761,+883,564950.59,219509.76,731892.94,837185,49.7,amet lobortis,2024-12-03T19:48:20Z,2024-06-03T20:51:56Z,8857.88,3644.5,9610.64,2324.87,4726.79,5438.0,883
884,Lanie,Troak,9071075194244.82,3229246449433.28,6745009831071.35,1000360979102.44,735,950,+884,265915.06,610665.42,396612.22,218974,812.81,curae duis,2024-12-19T21:03:41Z,2024-06-04T13:09:48Z,553.76,7701.12,2293.51,1773.79,7380.92,2878.54,884
885,Peterus,Verdy,4374642958709.83,2795349700673.15,938119273118.05,7414151809964.03,7344,209,+885,593833.92,625057.77,959469.48,427650,455.6,faucibus orci,2024-04-30T05:38:16Z,2025-01-10T22:24:34Z,325.75,4589.99,7854.4,2084.54,9547.51,3086.93,885
886,Phoebe,Paolino,8941977989659.08,9679755411104.62,3344055246656.46,3527713975656.94,3155,286,+886,282703.35,257111.41,709757.23,367564,381.78,eu,2024-12-19T07:00:30Z,2025-01-10T03:43:59Z,3650.93,9307.62,8578.33,2376.26,792.86,7141.87,886
887,Lyndy,Brinson,771283146329.11,7208257465198.13,6236141949201.07,6778166482395.7,13245,822,+887,508494.98,381327.18,307592.47,472850,565.88,adipiscing,2024-11-24T20:29:12Z,2024-07-29T00:49:35Z,4039.69,1293.94,3281.31,4184.16,5431.34,5532.74,887
888,Elva,Parcells,1693416692466.91,5037026426097.26,2072218359266.28,9463908774323.23,14417,146,+888,910934.39,460703.81,319685.25,662561,30.3,sem duis,2024-05-08T14:55:08Z,2024-10-06T18:40:44Z,568.54,3939.39,4313.6,2949.93,8506.15,143.65,888
889,Cecilio,Chedzoy,3389185947540.68,7740178923756.17,9971671319522.71,7083673307130.83,184,887,+889,987049.72,720399.63,986894.79,428336,532.5,eleifend,2024-06-15T15:49:44Z,2025-01-06T06:13:14Z,3073.15,7374.53,3657.31,2617.69,8775.8,3541.43,889
890,Judas,Kleimt,524917850235.39,7339506642386.7,3640935721274.11,2530121563220.29,16952,738,+890,896092.55,113929.15,321703.22,482638,637.65,pede,2025-01-24T01:11:18Z,2024-11-21T12:57:56Z,5269.58,1981.87,7955.48,5868.99,4156.88,7187.07,890
891,Alysia,Yedy,1501828448136.01,6007593899733.3,9923547548000.18,5045462247243.86,15156,979,+891,59323.82,560254.6,605460.59,149246,828.23,diam vitae quam,2024-12-03T00:03:16Z,2024-09-01T18:08:39Z,1495.34,8321.2,4201.92,8207.15,2085.5,1972.44,891
892,Raquela,Haste,6374990488722.2,883321850762.65,1954208762641.28,4509533092556.89,9780,378,+892,994860.52,884699.23,993950.19,298880,53.58,in,2024-04-25T01:29:23Z,2024-02-21T00:07:22Z,5069.45,3281.64,1115.16,3618.05,4096.52,686.04,892
893,Rudy,Frye,1262437370390.76,227004807752.07,2289828044017.4,2208778249571.15,10191,205,+893,754683.88,17396.0,110135.22,748783,632.71,sapien,2024-11-11T14:31:10Z,2024-07-29T20:44:21Z,7029.42,8697.79,379.1,1521.5,6219.0,7320.68,893
894,Eldin,Geerits,3537421725262.04,1653448305521.47,3942187466788.67,7188186923150.94,9299,499,+894,42059.3,786047.22,477288.2,669104,309.52,viverra dapibus nulla,2024-10-17T18:48:00Z,2024-07-03T19:05:58Z,9593.79,4108.66,9611.95,94.9,7415.56,9157.69,894
895,Si,Weddeburn - Scrimgeour,8793535926245.07,3259710221791.97,6874370362417.13,9012659583800.77,17090,820,+895,237839.58,704332.46,803883.78,433025,524.93,enim,2024-11-08T11:15:19Z,2024-11-27T00:51:28Z,1482.97,5021.44,7112.63,9378.42,6724.73,2738.44,895
896,Gaven,Waistall,8701141474832.03,5029936877987.42,8680238268789.03,44753929785.55,16966,774,+896,100856.2,832219.42,96459.39,665854,56.57,nullam,2024-04-28T09:11:46Z,2024-05-10T23:50:56Z,2031.89,2376.92,2548.95,4112.89,1020.79,2863.26,896
